#Set,index,k,QQ,x_b,t,phi_x,F,errF,F1,F2,ReH,ReE,ReHTilde,dvcs,Formalism
1.0,21.0,5.8,1.82,0.34,-0.17,172.0,0.054927166050043524,0.0027129320482215157,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,22.0,5.8,1.82,0.34,-0.17,180.0,0.054177843547095914,0.0027022863777857106,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,23.0,5.8,1.82,0.34,-0.17,188.0,0.05384627827673035,0.0027129320482215157,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,24.0,5.8,1.82,0.34,-0.17,196.0,0.05481869353821446,0.0027450838804541095,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,25.0,5.8,1.82,0.34,-0.17,204.0,0.056071254800807976,0.0027993836408011855,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,26.0,5.8,1.82,0.34,-0.17,212.0,0.05732235145676317,0.002876890713513922,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,27.0,5.8,1.82,0.34,-0.17,220.0,0.0628646660816576,0.0029790623074092758,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,28.0,5.8,1.82,0.34,-0.17,228.0,0.061499195903144614,0.003107716418921515,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,29.0,5.8,1.82,0.34,-0.17,236.0,0.0648756575829692,0.00326496731885767,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,30.0,5.8,1.82,0.34,-0.17,244.0,0.0677502636155471,0.0034531193327844117,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,31.0,5.8,1.82,0.34,-0.17,252.0,0.07062056889099183,0.003674500390354684,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,32.0,5.8,1.82,0.34,-0.17,260.0,0.07980713965581217,0.003931212974792786,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,33.0,5.8,1.82,0.34,-0.17,268.0,0.08637961166297499,0.004224778289765782,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,34.0,5.8,1.82,0.34,-0.17,276.0,0.09499380877501881,0.004555652477270039,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,35.0,5.8,1.82,0.34,-0.17,284.0,0.09514787290830658,0.004922605864922883,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,36.0,5.8,1.82,0.34,-0.17,292.0,0.10785278992332567,0.00532198303902395,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,37.0,5.8,1.82,0.34,-0.17,300.0,0.11824971711147281,0.0057469082917949105,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,38.0,5.8,1.82,0.34,-0.17,308.0,0.12867671772418302,0.006186568873856319,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,39.0,5.8,1.82,0.34,-0.17,316.0,0.12518629970449927,0.0066257881234758126,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,40.0,5.8,1.82,0.34,-0.17,324.0,0.150468476428916,0.007045164468021752,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,41.0,5.8,1.82,0.34,-0.17,332.0,0.13288584817433172,0.00742205243503756,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,42.0,5.8,1.82,0.34,-0.17,340.0,0.1673477222606933,0.007732542548490357,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,43.0,5.8,1.82,0.34,-0.17,348.0,0.15695308728242843,0.00795433148556037,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
1.0,44.0,5.8,1.82,0.34,-0.17,356.0,0.16708143396219144,0.008070012973890251,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,BKM10
2.0,0.0,5.8,1.93,0.36,-0.23,4.0,0.12939493658698825,0.006943637552682707,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,1.0,5.8,1.93,0.36,-0.23,12.0,0.15298519896052748,0.006800537276178919,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,2.0,5.8,1.93,0.36,-0.23,20.0,0.13010928812548947,0.00653193340987937,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,3.0,5.8,1.93,0.36,-0.23,28.0,0.12666021131952274,0.00616828531116013,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,4.0,5.8,1.93,0.36,-0.23,36.0,0.11047659932173481,0.005745611338376193,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,5.0,5.8,1.93,0.36,-0.23,44.0,0.1100566092990874,0.005298488398582122,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,6.0,5.8,1.93,0.36,-0.23,52.0,0.09501221297454368,0.004855337036959709,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,7.0,5.8,1.93,0.36,-0.23,60.0,0.0849210296617789,0.004436480164634282,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,8.0,5.8,1.93,0.36,-0.23,68.0,0.08153954816938304,0.004054369810705044,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,9.0,5.8,1.93,0.36,-0.23,76.0,0.07160864316238645,0.0037150094643625523,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,10.0,5.8,1.93,0.36,-0.23,84.0,0.06839893943473395,0.003419745785515854,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,11.0,5.8,1.93,0.36,-0.23,92.0,0.059325058438518125,0.003166927613802285,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,12.0,5.8,1.93,0.36,-0.23,100.0,0.06119966916114306,0.002953218135535895,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,13.0,5.8,1.93,0.36,-0.23,108.0,0.057476784691877,0.002774527922111656,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,14.0,5.8,1.93,0.36,-0.23,116.0,0.05177789333328054,0.002626623243841242,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,15.0,5.8,1.93,0.36,-0.23,124.0,0.05216653328455727,0.002505490076965066,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,16.0,5.8,1.93,0.36,-0.23,132.0,0.05156072836711673,0.002407529898683177,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,17.0,5.8,1.93,0.36,-0.23,140.0,0.045758737440074415,0.0023296479146070644,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,18.0,5.8,1.93,0.36,-0.23,148.0,0.04195705353430747,0.002269277592521808,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,19.0,5.8,1.93,0.36,-0.23,156.0,0.04601229756044902,0.002224371238704418,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,20.0,5.8,1.93,0.36,-0.23,164.0,0.04043324804735943,0.00219337578862598,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,21.0,5.8,1.93,0.36,-0.23,172.0,0.04275567720149318,0.002175205650649951,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,22.0,5.8,1.93,0.36,-0.23,180.0,0.04117714669032087,0.0021692196025984213,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,23.0,5.8,1.93,0.36,-0.23,188.0,0.04263255282493886,0.002175205650649951,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,24.0,5.8,1.93,0.36,-0.23,196.0,0.04460840702069954,0.00219337578862598,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,25.0,5.8,1.93,0.36,-0.23,204.0,0.044478321835212456,0.002224371238704418,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,26.0,5.8,1.93,0.36,-0.23,212.0,0.04442935274620315,0.002269277592521808,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,27.0,5.8,1.93,0.36,-0.23,220.0,0.046501103605914404,0.0023296479146070644,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,28.0,5.8,1.93,0.36,-0.23,228.0,0.04494128556204467,0.002407529898683177,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,29.0,5.8,1.93,0.36,-0.23,236.0,0.04820506315074371,0.002505490076965066,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,30.0,5.8,1.93,0.36,-0.23,244.0,0.05287009267550924,0.0026266232438412413,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,31.0,5.8,1.93,0.36,-0.23,252.0,0.052455312957598775,0.002774527922111656,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,32.0,5.8,1.93,0.36,-0.23,260.0,0.05874485401514147,0.002953218135535894,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,33.0,5.8,1.93,0.36,-0.23,268.0,0.06332927483644091,0.003166927613802285,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,34.0,5.8,1.93,0.36,-0.23,276.0,0.07461956125722431,0.003419745785515853,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,35.0,5.8,1.93,0.36,-0.23,284.0,0.07216727732803398,0.0037150094643625523,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,36.0,5.8,1.93,0.36,-0.23,292.0,0.08203767114895764,0.004054369810705044,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,37.0,5.8,1.93,0.36,-0.23,300.0,0.09247769103528754,0.004436480164634282,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,38.0,5.8,1.93,0.36,-0.23,308.0,0.09681900058115304,0.004855337036959707,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,39.0,5.8,1.93,0.36,-0.23,316.0,0.10586908677687921,0.005298488398582122,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,40.0,5.8,1.93,0.36,-0.23,324.0,0.11187152791906509,0.005745611338376193,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,41.0,5.8,1.93,0.36,-0.23,332.0,0.11348540629085097,0.00616828531116013,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,42.0,5.8,1.93,0.36,-0.23,340.0,0.13205197187972614,0.0065319334098793745,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,43.0,5.8,1.93,0.36,-0.23,348.0,0.1449959784523331,0.006800537276178919,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
2.0,44.0,5.8,1.93,0.36,-0.23,356.0,0.14075822294861806,0.006943637552682707,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,BKM10
3.0,0.0,5.8,1.96,0.37,-0.27,4.0,0.12502381921018085,0.0064365512494220945,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,1.0,5.8,1.96,0.37,-0.27,12.0,0.12767036339058996,0.006276876349299656,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,2.0,5.8,1.96,0.37,-0.27,20.0,0.12686195114825055,0.005981577447516988,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,3.0,5.8,1.96,0.37,-0.27,28.0,0.12086581208727318,0.005590897176251822,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,4.0,5.8,1.96,0.37,-0.27,36.0,0.10726829191160439,0.005149863377386682,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,5.0,5.8,1.96,0.37,-0.27,44.0,0.09100103207294256,0.004698525175522427,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,6.0,5.8,1.96,0.37,-0.27,52.0,0.08864382953833157,0.00426664579629313,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,7.0,5.8,1.96,0.37,-0.27,60.0,0.0784823834144404,0.0038727331522320496,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,8.0,5.8,1.96,0.37,-0.27,68.0,0.0708036845686794,0.003525754891794121,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,9.0,5.8,1.96,0.37,-0.27,76.0,0.059514595687001265,0.003227830502502211,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,10.0,5.8,1.96,0.37,-0.27,84.0,0.05609970095147997,0.0029768106154506656,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,11.0,5.8,1.96,0.37,-0.27,92.0,0.059655280331705675,0.0027682822185296483,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,12.0,5.8,1.96,0.37,-0.27,100.0,0.05166853135689647,0.0025969338865762595,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,13.0,5.8,1.96,0.37,-0.27,108.0,0.04960725724745767,0.0024573904713450848,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,14.0,5.8,1.96,0.37,-0.27,116.0,0.048583018074127654,0.002344668823954773,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,15.0,5.8,1.96,0.37,-0.27,124.0,0.04113855488836191,0.0022543887049821286,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,16.0,5.8,1.96,0.37,-0.27,132.0,0.0446189684460406,0.0021828385463185454,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,17.0,5.8,1.96,0.37,-0.27,140.0,0.04195487341826953,0.0021269630104600685,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,18.0,5.8,1.96,0.37,-0.27,148.0,0.03966429509450129,0.0020843142329028215,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,19.0,5.8,1.96,0.37,-0.27,156.0,0.03832693491350446,0.0020529914454573204,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,20.0,5.8,1.96,0.37,-0.27,164.0,0.04018337504164216,0.00203158271973407,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,21.0,5.8,1.96,0.37,-0.27,172.0,0.04108224771453606,0.002019115985276635,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,22.0,5.8,1.96,0.37,-0.27,180.0,0.04186639863211019,0.002015022749427686,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,23.0,5.8,1.96,0.37,-0.27,188.0,0.04227653236742459,0.002019115985276635,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,24.0,5.8,1.96,0.37,-0.27,196.0,0.04244036649108238,0.00203158271973407,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,25.0,5.8,1.96,0.37,-0.27,204.0,0.043103323399204675,0.0020529914454573204,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,26.0,5.8,1.96,0.37,-0.27,212.0,0.043030558040353245,0.0020843142329028215,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,27.0,5.8,1.96,0.37,-0.27,220.0,0.040165963359637374,0.0021269630104600685,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,28.0,5.8,1.96,0.37,-0.27,228.0,0.04664315376917149,0.0021828385463185454,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,29.0,5.8,1.96,0.37,-0.27,236.0,0.04435704962054659,0.0022543887049821286,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,30.0,5.8,1.96,0.37,-0.27,244.0,0.04760265486175303,0.002344668823954773,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,31.0,5.8,1.96,0.37,-0.27,252.0,0.048979292750638365,0.002457390471345085,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,32.0,5.8,1.96,0.37,-0.27,260.0,0.05356553169769546,0.002596933886576259,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,33.0,5.8,1.96,0.37,-0.27,268.0,0.05281087552158595,0.0027682822185296483,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,34.0,5.8,1.96,0.37,-0.27,276.0,0.05553329317612463,0.0029768106154506643,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,35.0,5.8,1.96,0.37,-0.27,284.0,0.06780266077693424,0.003227830502502211,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,36.0,5.8,1.96,0.37,-0.27,292.0,0.06725752930758903,0.0035257548917941185,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,37.0,5.8,1.96,0.37,-0.27,300.0,0.07782136411034166,0.0038727331522320496,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,38.0,5.8,1.96,0.37,-0.27,308.0,0.07079825891213702,0.0042666457962931255,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,39.0,5.8,1.96,0.37,-0.27,316.0,0.09084619917479063,0.004698525175522427,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,40.0,5.8,1.96,0.37,-0.27,324.0,0.110120281348153,0.005149863377386684,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,41.0,5.8,1.96,0.37,-0.27,332.0,0.10691594748394526,0.005590897176251822,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,42.0,5.8,1.96,0.37,-0.27,340.0,0.11768661655436209,0.005981577447516992,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,43.0,5.8,1.96,0.37,-0.27,348.0,0.1288796142109702,0.006276876349299656,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
3.0,44.0,5.8,1.96,0.37,-0.27,356.0,0.125465011619063,0.006436551249422092,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,BKM10
4.0,0.0,5.8,1.98,0.39,-0.32,4.0,0.11479003282441062,0.005555189248046698,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,1.0,5.8,1.98,0.39,-0.32,12.0,0.10750359747040017,0.0054054021096609315,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,2.0,5.8,1.98,0.39,-0.32,20.0,0.10113076423093577,0.005131817935858768,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,3.0,5.8,1.98,0.39,-0.32,28.0,0.10155266385078494,0.004776752766248751,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,4.0,5.8,1.98,0.39,-0.32,36.0,0.08419998487342087,0.004385485780668308,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,5.0,5.8,1.98,0.39,-0.32,44.0,0.07695420740944149,0.0039958425375037,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,6.0,5.8,1.98,0.39,-0.32,52.0,0.07573203919800897,0.003633599809281317,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,7.0,5.8,1.98,0.39,-0.32,60.0,0.06407662867746301,0.003312756743747406,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,8.0,5.8,1.98,0.39,-0.32,68.0,0.05821260995258076,0.003038262838582105,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,9.0,5.8,1.98,0.39,-0.32,76.0,0.06185248214208147,0.002809219800659011,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,10.0,5.8,1.98,0.39,-0.32,84.0,0.0530337157271383,0.0026215432488972236,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,11.0,5.8,1.98,0.39,-0.32,92.0,0.05302474206761036,0.0024698094723243583,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,12.0,5.8,1.98,0.39,-0.32,100.0,0.048911319458787544,0.0023483784607536634,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,13.0,5.8,1.98,0.39,-0.32,108.0,0.04191185768805432,0.0022519940269513402,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
4.0,14.0,5.8,1.98,0.39,-0.32,116.0,0.042148311507084764,0.0021760506177943015,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,BKM10
