#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2,gReH,gReE,gReHTilde,gc0fit,gc1fit
2,9,5.75,2.318,0.363,-0.232,142.5,0.0322426,0.00181649,0.056338,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,10,5.75,2.318,0.363,-0.232,157.5,0.0304259,0.00157545,0.0517799,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,11,5.75,2.318,0.363,-0.232,172.5,0.0265978,0.0015524,0.0583658,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,12,5.75,2.318,0.363,-0.232,187.5,0.026161,0.00141666,0.0541516,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,13,5.75,2.318,0.363,-0.232,202.5,0.0288288,0.00155306,0.0538721,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,14,5.75,2.318,0.363,-0.232,217.5,0.0288619,0.00147067,0.0509554,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,15,5.75,2.318,0.363,-0.232,232.5,0.0380945,0.00188258,0.0494186,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,16,5.75,2.318,0.363,-0.232,247.5,0.0393959,0.0019808,0.0502793,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,17,5.75,2.318,0.363,-0.232,262.5,0.0477667,0.00225315,0.0471698,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,18,5.75,2.318,0.363,-0.232,277.5,0.0637259,0.00304839,0.047836,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,19,5.75,2.318,0.363,-0.232,292.5,0.0803079,0.00338293,0.0421245,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,20,5.75,2.318,0.363,-0.232,307.5,0.099647,0.00409292,0.0410742,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,21,5.75,2.318,0.363,-0.232,322.5,0.124726,0.00541473,0.0434132,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,22,5.75,2.318,0.363,-0.232,337.5,0.139367,0.00611585,0.043883,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
2,23,5.75,2.318,0.363,-0.232,352.5,0.145269,0.00657749,0.0452781,0.613509,0.944741,5.64594,-14.2209,2.9095,0.0162858,0
3,0,5.75,2.348,0.368,-0.279,7.5,0.15925,0.0100428,0.0630631,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,1,5.75,2.348,0.368,-0.279,22.5,0.1457,0.00810571,0.0556328,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,2,5.75,2.348,0.368,-0.279,37.5,0.113591,0.00626709,0.0551724,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,3,5.75,2.348,0.368,-0.279,52.5,0.0988602,0.00574292,0.0580913,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,4,5.75,2.348,0.368,-0.279,67.5,0.0811992,0.00461797,0.056872,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,5,5.75,2.348,0.368,-0.279,82.5,0.0631697,0.00352724,0.0558376,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,6,5.75,2.348,0.368,-0.279,97.5,0.0440627,0.00283793,0.0644068,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,7,5.75,2.348,0.368,-0.279,112.5,0.0385647,0.00228432,0.0592334,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,8,5.75,2.348,0.368,-0.279,127.5,0.0404094,0.00254681,0.0630252,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,9,5.75,2.348,0.368,-0.279,142.5,0.0366178,0.00221479,0.0604839,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,10,5.75,2.348,0.368,-0.279,157.5,0.0334245,0.0020809,0.0622568,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,11,5.75,2.348,0.368,-0.279,172.5,0.031664,0.0019713,0.0622568,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,12,5.75,2.348,0.368,-0.279,187.5,0.0303212,0.00220785,0.0728155,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,13,5.75,2.348,0.368,-0.279,202.5,0.0325786,0.00236077,0.0724638,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,14,5.75,2.348,0.368,-0.279,217.5,0.0345429,0.00214109,0.0619835,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,15,5.75,2.348,0.368,-0.279,232.5,0.0401538,0.00227018,0.0565371,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,16,5.75,2.348,0.368,-0.279,247.5,0.0402364,0.00251477,0.0625,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,17,5.75,2.348,0.368,-0.279,262.5,0.0524761,0.00297972,0.0567823,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,18,5.75,2.348,0.368,-0.279,277.5,0.0669645,0.00381564,0.0569801,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,19,5.75,2.348,0.368,-0.279,292.5,0.0869625,0.00457698,0.0526316,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,20,5.75,2.348,0.368,-0.279,307.5,0.101449,0.00532905,0.0525292,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,21,5.75,2.348,0.368,-0.279,322.5,0.123891,0.00698996,0.0564202,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,22,5.75,2.348,0.368,-0.279,337.5,0.150003,0.00924312,0.0616197,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
3,23,5.75,2.348,0.368,-0.279,352.5,0.166045,0.0113464,0.0683333,0.567411,0.848808,8.05495,-14.7979,3.1905,0.0283063,0
4,0,5.75,2.36,0.371,-0.325,7.5,0.210563,0.0188467,0.0895062,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,1,5.75,2.36,0.371,-0.325,22.5,0.169356,0.0137848,0.0813953,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,2,5.75,2.36,0.371,-0.325,37.5,0.119097,0.00957283,0.0803783,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,3,5.75,2.36,0.371,-0.325,52.5,0.122271,0.00935748,0.0765306,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,4,5.75,2.36,0.371,-0.325,67.5,0.086429,0.0061064,0.0706522,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,5,5.75,2.36,0.371,-0.325,82.5,0.0665627,0.00512021,0.0769231,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,6,5.75,2.36,0.371,-0.325,97.5,0.0586908,0.00444273,0.0756972,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,7,5.75,2.36,0.371,-0.325,112.5,0.0526331,0.00368215,0.0699588,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,8,5.75,2.36,0.371,-0.325,127.5,0.0494475,0.0036126,0.0730594,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,9,5.75,2.36,0.371,-0.325,142.5,0.0509306,0.00376335,0.0738916,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,10,5.75,2.36,0.371,-0.325,157.5,0.0512513,0.00404615,0.0789474,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,11,5.75,2.36,0.371,-0.325,172.5,0.0479673,0.00376214,0.0784314,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,12,5.75,2.36,0.371,-0.325,187.5,0.0394816,0.00327195,0.0828729,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,13,5.75,2.36,0.371,-0.325,202.5,0.0453232,0.00318058,0.0701754,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,14,5.75,2.36,0.371,-0.325,217.5,0.0425462,0.00334133,0.078534,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,15,5.75,2.36,0.371,-0.325,232.5,0.0443068,0.00303472,0.0684932,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,16,5.75,2.36,0.371,-0.325,247.5,0.0511015,0.00393088,0.0769231,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,17,5.75,2.36,0.371,-0.325,262.5,0.0590611,0.00438344,0.0742187,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,18,5.75,2.36,0.371,-0.325,277.5,0.0694669,0.00463113,0.0666667,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,19,5.75,2.36,0.371,-0.325,292.5,0.0905997,0.00597361,0.0659341,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,20,5.75,2.36,0.371,-0.325,307.5,0.111637,0.00753551,0.0675,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,21,5.75,2.36,0.371,-0.325,322.5,0.136592,0.00882916,0.0646388,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,22,5.75,2.36,0.371,-0.325,337.5,0.193967,0.0160188,0.0825853,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
4,23,5.75,2.36,0.371,-0.325,352.5,0.184242,0.0177695,0.0964467,0.527896,0.768459,10.8378,-15.2266,3.457,0.0464848,0
5,0,5.75,2.375,0.373,-0.372,7.5,0.239103,0.033143,0.138614,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,1,5.75,2.375,0.373,-0.372,22.5,0.174822,0.0200982,0.114964,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,2,5.75,2.375,0.373,-0.372,37.5,0.18406,0.0183166,0.0995146,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,3,5.75,2.375,0.373,-0.372,52.5,0.139675,0.0118796,0.0850515,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,4,5.75,2.375,0.373,-0.372,67.5,0.122014,0.0107538,0.0881356,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,5,5.75,2.375,0.373,-0.372,82.5,0.0812117,0.00750696,0.092437,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,6,5.75,2.375,0.373,-0.372,97.5,0.0717927,0.00671951,0.0935961,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,7,5.75,2.375,0.373,-0.372,112.5,0.0746739,0.00719748,0.0963855,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,8,5.75,2.375,0.373,-0.372,127.5,0.0740016,0.00672741,0.0909091,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,9,5.75,2.375,0.373,-0.372,142.5,0.0674734,0.00633978,0.0939597,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,10,5.75,2.375,0.373,-0.372,157.5,0.0738011,0.00790726,0.107143,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,11,5.75,2.375,0.373,-0.372,172.5,0.0508278,0.0063071,0.124088,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,12,5.75,2.375,0.373,-0.372,187.5,0.0695536,0.00783053,0.112583,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,13,5.75,2.375,0.373,-0.372,202.5,0.0536226,0.00513749,0.0958084,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,14,5.75,2.375,0.373,-0.372,217.5,0.0758106,0.00747429,0.0985915,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,15,5.75,2.375,0.373,-0.372,232.5,0.0700804,0.00553266,0.0789474,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,16,5.75,2.375,0.373,-0.372,247.5,0.0695585,0.00639186,0.0918919,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,17,5.75,2.375,0.373,-0.372,262.5,0.0873083,0.00801811,0.0918367,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,18,5.75,2.375,0.373,-0.372,277.5,0.0988428,0.00816883,0.0826446,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,19,5.75,2.375,0.373,-0.372,292.5,0.105597,0.00846126,0.0801282,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,20,5.75,2.375,0.373,-0.372,307.5,0.12216,0.0106385,0.0870871,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,21,5.75,2.375,0.373,-0.372,322.5,0.16574,0.0145706,0.0879121,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,22,5.75,2.375,0.373,-0.372,337.5,0.204312,0.0236883,0.115942,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
5,23,5.75,2.375,0.373,-0.372,352.5,0.226283,0.0355354,0.15704,0.492199,0.697614,14.1167,-15.5869,3.7245,0.0728462,0
