,#Set,index,k,QQ,t,phi_x,F1,F2,ReH_true,ReE_true,ReHTilde_true,c0_true,F,sigmaF
54,2.0,9.0,5.8,1.93,-0.23,76.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.07419635592928335,0.0037150094643625523
55,2.0,10.0,5.8,1.93,-0.23,84.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.06805771717407252,0.003419745785515854
56,2.0,11.0,5.8,1.93,-0.23,92.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.06704393449756399,0.003166927613802285
57,2.0,12.0,5.8,1.93,-0.23,100.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.061232228925460326,0.002953218135535895
58,2.0,13.0,5.8,1.93,-0.23,108.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.055591947321881496,0.002774527922111656
59,2.0,14.0,5.8,1.93,-0.23,116.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.05288916678360139,0.002626623243841242
60,2.0,15.0,5.8,1.93,-0.23,124.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04884291866217921,0.0025054900769650654
61,2.0,16.0,5.8,1.93,-0.23,132.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.05145648834606498,0.0024075298986831776
62,2.0,17.0,5.8,1.93,-0.23,140.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04654552709332659,0.0023296479146070644
63,2.0,18.0,5.8,1.93,-0.23,148.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04400557545990857,0.002269277592521808
64,2.0,19.0,5.8,1.93,-0.23,156.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.045745088264544646,0.002224371238704418
65,2.0,20.0,5.8,1.93,-0.23,164.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.045407420929769286,0.0021933757886259805
66,2.0,21.0,5.8,1.93,-0.23,172.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04361394726728712,0.002175205650649951
67,2.0,22.0,5.8,1.93,-0.23,180.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.043394613379373254,0.0021692196025984213
68,2.0,23.0,5.8,1.93,-0.23,188.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04005718280045607,0.002175205650649951
69,2.0,24.0,5.8,1.93,-0.23,196.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04622630506510178,0.0021933757886259805
70,2.0,25.0,5.8,1.93,-0.23,204.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04509832706148448,0.002224371238704418
71,2.0,26.0,5.8,1.93,-0.23,212.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04970723180404786,0.002269277592521808
72,2.0,27.0,5.8,1.93,-0.23,220.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04366455243697222,0.0023296479146070644
73,2.0,28.0,5.8,1.93,-0.23,228.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04589463842821837,0.0024075298986831776
74,2.0,29.0,5.8,1.93,-0.23,236.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.048995622811302916,0.0025054900769650654
75,2.0,30.0,5.8,1.93,-0.23,244.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.054177250439813626,0.0026266232438412413
76,2.0,31.0,5.8,1.93,-0.23,252.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.05595699102733053,0.002774527922111656
77,2.0,32.0,5.8,1.93,-0.23,260.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.05905991367775725,0.002953218135535894
78,2.0,33.0,5.8,1.93,-0.23,268.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.06145196106844533,0.003166927613802285
79,2.0,34.0,5.8,1.93,-0.23,276.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.06478126580409747,0.003419745785515853
80,2.0,35.0,5.8,1.93,-0.23,284.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.07689658620032032,0.0037150094643625523
81,2.0,36.0,5.8,1.93,-0.23,292.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.07732496816008218,0.004054369810705044
82,2.0,37.0,5.8,1.93,-0.23,300.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.08120711940058395,0.004436480164634282
83,2.0,38.0,5.8,1.93,-0.23,308.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.09657642494370448,0.004855337036959707
84,2.0,39.0,5.8,1.93,-0.23,316.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.10356716387351426,0.005298488398582122
85,2.0,40.0,5.8,1.93,-0.23,324.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.10795106015909879,0.005745611338376193
86,2.0,41.0,5.8,1.93,-0.23,332.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.12060270614574768,0.006168285311160131
87,2.0,42.0,5.8,1.93,-0.23,340.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.13374279795974905,0.006531933409879374
88,2.0,43.0,5.8,1.93,-0.23,348.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.12671959720863346,0.006800537276178919
89,2.0,44.0,5.8,1.93,-0.23,356.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.1422656648010484,0.006943637552682707
90,3.0,0.0,5.8,1.96,-0.27,4.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.13258857892378828,0.0064365512494220945
91,3.0,1.0,5.8,1.96,-0.27,12.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.12700911706672438,0.006276876349299656
92,3.0,2.0,5.8,1.96,-0.27,20.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.12206055448838489,0.005981577447516988
93,3.0,3.0,5.8,1.96,-0.27,28.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.1060861813549897,0.005590897176251822
94,3.0,4.0,5.8,1.96,-0.27,36.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.10262567119022767,0.005149863377386682
95,3.0,5.0,5.8,1.96,-0.27,44.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.0853351787415701,0.004698525175522427
96,3.0,6.0,5.8,1.96,-0.27,52.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.08535919965412331,0.00426664579629313
97,3.0,7.0,5.8,1.96,-0.27,60.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.07872100410796481,0.0038727331522320513
98,3.0,8.0,5.8,1.96,-0.27,68.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.07381985880532696,0.003525754891794121
99,3.0,9.0,5.8,1.96,-0.27,76.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.061460982797287296,0.003227830502502211
100,3.0,10.0,5.8,1.96,-0.27,84.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.05928810869511396,0.0029768106154506656
101,3.0,11.0,5.8,1.96,-0.27,92.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.053195127101291186,0.0027682822185296483
102,3.0,12.0,5.8,1.96,-0.27,100.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.049445638811243725,0.0025969338865762595
103,3.0,13.0,5.8,1.96,-0.27,108.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04741351535904256,0.0024573904713450848
104,3.0,14.0,5.8,1.96,-0.27,116.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04819339905541562,0.002344668823954773
105,3.0,15.0,5.8,1.96,-0.27,124.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04587384677361707,0.0022543887049821286
106,3.0,16.0,5.8,1.96,-0.27,132.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04122799983847414,0.0021828385463185454
107,3.0,17.0,5.8,1.96,-0.27,140.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04056407119334271,0.002126963010460069
108,3.0,18.0,5.8,1.96,-0.27,148.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04141932736775784,0.0020843142329028215
109,3.0,19.0,5.8,1.96,-0.27,156.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.03910990473057623,0.0020529914454573204
110,3.0,20.0,5.8,1.96,-0.27,164.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.0403062127905511,0.00203158271973407
111,3.0,21.0,5.8,1.96,-0.27,172.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04073692101117737,0.002019115985276635
112,3.0,22.0,5.8,1.96,-0.27,180.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.03963586439635453,0.002015022749427686
113,3.0,23.0,5.8,1.96,-0.27,188.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04171408353099743,0.002019115985276635
114,3.0,24.0,5.8,1.96,-0.27,196.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04109502582282624,0.00203158271973407
115,3.0,25.0,5.8,1.96,-0.27,204.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04147199057504116,0.0020529914454573204
116,3.0,26.0,5.8,1.96,-0.27,212.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.0424462933343548,0.0020843142329028215
117,3.0,27.0,5.8,1.96,-0.27,220.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04381821761931995,0.002126963010460069
118,3.0,28.0,5.8,1.96,-0.27,228.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04234384736952705,0.0021828385463185454
119,3.0,29.0,5.8,1.96,-0.27,236.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.041884087929528954,0.0022543887049821286
120,3.0,30.0,5.8,1.96,-0.27,244.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.045066094914140854,0.002344668823954773
121,3.0,31.0,5.8,1.96,-0.27,252.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.055623395192992364,0.002457390471345085
122,3.0,32.0,5.8,1.96,-0.27,260.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04971495349339237,0.002596933886576259
123,3.0,33.0,5.8,1.96,-0.27,268.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.05652463903531814,0.0027682822185296483
124,3.0,34.0,5.8,1.96,-0.27,276.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.06139596162817196,0.0029768106154506643
125,3.0,35.0,5.8,1.96,-0.27,284.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.060022838056785946,0.003227830502502211
126,3.0,36.0,5.8,1.96,-0.27,292.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.07347143561016496,0.0035257548917941185
127,3.0,37.0,5.8,1.96,-0.27,300.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.08153490456396886,0.0038727331522320513
128,3.0,38.0,5.8,1.96,-0.27,308.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.08633482310206739,0.0042666457962931255
129,3.0,39.0,5.8,1.96,-0.27,316.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.08806361273575966,0.004698525175522427
130,3.0,40.0,5.8,1.96,-0.27,324.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.09885534201988275,0.005149863377386684
131,3.0,41.0,5.8,1.96,-0.27,332.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.11470463208596406,0.005590897176251822
132,3.0,42.0,5.8,1.96,-0.27,340.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.12589950224510205,0.005981577447516992
133,3.0,43.0,5.8,1.96,-0.27,348.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.12140050652299729,0.006276876349299656
134,3.0,44.0,5.8,1.96,-0.27,356.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.12450956802969432,0.0064365512494220945
135,4.0,0.0,5.8,1.98,-0.32,4.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.1077889318825298,0.005555189248046698
136,4.0,1.0,5.8,1.98,-0.32,12.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.10884265629080109,0.0054054021096609315
137,4.0,2.0,5.8,1.98,-0.32,20.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.10340522199837027,0.005131817935858768
138,4.0,3.0,5.8,1.98,-0.32,28.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.10040257421925798,0.004776752766248752
139,4.0,4.0,5.8,1.98,-0.32,36.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.09007697784823505,0.004385485780668308
140,4.0,5.0,5.8,1.98,-0.32,44.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.07899477209773399,0.0039958425375037
141,4.0,6.0,5.8,1.98,-0.32,52.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.08042299546755585,0.003633599809281317
142,4.0,7.0,5.8,1.98,-0.32,60.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.0727851029046109,0.003312756743747406
143,4.0,8.0,5.8,1.98,-0.32,68.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.06287455385988089,0.0030382628385821047
144,4.0,9.0,5.8,1.98,-0.32,76.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.059040042302415566,0.002809219800659011
145,4.0,10.0,5.8,1.98,-0.32,84.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.048169750550019964,0.0026215432488972236
146,4.0,11.0,5.8,1.98,-0.32,92.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.051670489331024874,0.0024698094723243583
147,4.0,12.0,5.8,1.98,-0.32,100.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.049111418462300244,0.0023483784607536634
148,4.0,13.0,5.8,1.98,-0.32,108.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.04797851132455659,0.0022519940269513402
149,4.0,14.0,5.8,1.98,-0.32,116.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.04187173543031315,0.0021760506177943015
150,4.0,15.0,5.8,1.98,-0.32,124.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.041382826269645435,0.0021166679030405005
151,4.0,16.0,5.8,1.98,-0.32,132.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.039157902009095726,0.002070665789877459
152,4.0,17.0,5.8,1.98,-0.32,140.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.045437911133483055,0.002035495718484485
153,4.0,18.0,5.8,1.98,-0.32,148.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.040411239021112134,0.0020091595497310974
154,4.0,19.0,5.8,1.98,-0.32,156.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.041175613946736946,0.0019901322823417163
155,4.0,20.0,5.8,1.98,-0.32,164.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.040867151402264656,0.0019772961762694508
156,4.0,21.0,5.8,1.98,-0.32,172.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.03630658530756234,0.001969889220476401
157,4.0,22.0,5.8,1.98,-0.32,180.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.04079525778361017,0.0019674686363387295
158,4.0,23.0,5.8,1.98,-0.32,188.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.03974016684504987,0.001969889220476401
159,4.0,24.0,5.8,1.98,-0.32,196.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.04094991647003333,0.0019772961762694508
160,4.0,25.0,5.8,1.98,-0.32,204.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.040811395591059625,0.0019901322823417163
161,4.0,26.0,5.8,1.98,-0.32,212.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.03905433959623894,0.0020091595497310974
162,4.0,27.0,5.8,1.98,-0.32,220.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.04106585967712472,0.002035495718484485
