,Formalism,#Set,index,k,QQ,t,phi_x,F1,F2,ReH_true,ReE_true,ReHTilde_true,c0_true,F,sigmaF
18,BKM02,1.0,18.0,5.8,1.82,-0.17,148.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.05513916601250349,0.0027149918834173236
19,BKM02,1.0,19.0,5.8,1.82,-0.17,156.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.04984247034865941,0.002630983467653826
20,BKM02,1.0,20.0,5.8,1.82,-0.17,164.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.04741263794626961,0.002572120613689842
21,BKM02,1.0,21.0,5.8,1.82,-0.17,172.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.05153868856528994,0.0025372631697648043
22,BKM02,1.0,22.0,5.8,1.82,-0.17,180.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.0505974685526701,0.002525720995017756
23,BKM02,1.0,23.0,5.8,1.82,-0.17,188.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.048154526107682435,0.0025372631697648043
24,BKM02,1.0,24.0,5.8,1.82,-0.17,196.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.05664551626270447,0.002572120613689842
25,BKM02,1.0,25.0,5.8,1.82,-0.17,204.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.05299350576034093,0.002630983467653826
26,BKM02,1.0,26.0,5.8,1.82,-0.17,212.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.055543101797809226,0.0027149918834173236
27,BKM02,1.0,27.0,5.8,1.82,-0.17,220.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.05599510764773121,0.002825716020576978
28,BKM02,1.0,28.0,5.8,1.82,-0.17,228.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.06126598738049862,0.00296511782168079
29,BKM02,1.0,29.0,5.8,1.82,-0.17,236.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.0620044426813329,0.00313548333928076
30,BKM02,1.0,30.0,5.8,1.82,-0.17,244.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.056040536614974025,0.003339309985936916
31,BKM02,1.0,31.0,5.8,1.82,-0.17,252.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.07250254583904693,0.00357912833427574
32,BKM02,1.0,32.0,5.8,1.82,-0.17,260.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.08041383922924748,0.003857233824459058
33,BKM02,1.0,33.0,5.8,1.82,-0.17,268.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.0820668197826176,0.004175301668672411
34,BKM02,1.0,34.0,5.8,1.82,-0.17,276.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.09912285723866499,0.004533861444711371
35,BKM02,1.0,35.0,5.8,1.82,-0.17,284.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.09629114788721599,0.0049316210579220645
36,BKM02,1.0,36.0,5.8,1.82,-0.17,292.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.11435412378993018,0.005364659011592778
37,BKM02,1.0,37.0,5.8,1.82,-0.17,300.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.10752406473857032,0.005825555049377497
38,BKM02,1.0,38.0,5.8,1.82,-0.17,308.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.12927804532104364,0.006302603568172172
39,BKM02,1.0,39.0,5.8,1.82,-0.17,316.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.13659593455360478,0.006779341525793555
40,BKM02,1.0,40.0,5.8,1.82,-0.17,324.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.14920684991153318,0.007234692835391646
41,BKM02,1.0,41.0,5.8,1.82,-0.17,332.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.14089957419884877,0.007644031824807729
42,BKM02,1.0,42.0,5.8,1.82,-0.17,340.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.16675151035803862,0.007981338299628883
43,BKM02,1.0,43.0,5.8,1.82,-0.17,348.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.16257247173814587,0.00822232660069657
44,BKM02,1.0,44.0,5.8,1.82,-0.17,356.0,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034,0.18610822746073205,0.008348036310258794
45,BKM02,2.0,0.0,5.8,1.93,-0.23,4.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.13885714464428833,0.0072062102285673215
46,BKM02,2.0,1.0,5.8,1.93,-0.23,12.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.13325990577075125,0.0070493506480653785
47,BKM02,2.0,2.0,5.8,1.93,-0.23,20.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.14997622647032158,0.006754983606588519
48,BKM02,2.0,3.0,5.8,1.93,-0.23,28.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.12558977483063766,0.006356595239835956
49,BKM02,2.0,4.0,5.8,1.93,-0.23,36.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.11629303151604595,0.00589375789042724
50,BKM02,2.0,5.0,5.8,1.93,-0.23,44.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.11351868890834754,0.0054044220026344516
51,BKM02,2.0,6.0,5.8,1.93,-0.23,52.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.1025412052895608,0.004919733000618334
52,BKM02,2.0,7.0,5.8,1.93,-0.23,60.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.09680691322379918,0.004461908594582909
53,BKM02,2.0,8.0,5.8,1.93,-0.23,68.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.0796419277296813,0.004044505227026876
54,BKM02,2.0,9.0,5.8,1.93,-0.23,76.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.06826346700401893,0.0036739987046489828
55,BKM02,2.0,10.0,5.8,1.93,-0.23,84.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.06828778235868463,0.003351766802964874
56,BKM02,2.0,11.0,5.8,1.93,-0.23,92.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.05243722387139158,0.0030759204385603298
57,BKM02,2.0,12.0,5.8,1.93,-0.23,100.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.05968675080334107,0.002842748327849642
58,BKM02,2.0,13.0,5.8,1.93,-0.23,108.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.05340418924361182,0.00264774085992347
59,BKM02,2.0,14.0,5.8,1.93,-0.23,116.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.0500046168595854,0.002486254414839397
60,BKM02,2.0,15.0,5.8,1.93,-0.23,124.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.045248626128765373,0.0023539057799125424
61,BKM02,2.0,16.0,5.8,1.93,-0.23,132.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.043915605019396946,0.002246781249639633
62,BKM02,2.0,17.0,5.8,1.93,-0.23,140.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.0437978192975418,0.00216152769605994
63,BKM02,2.0,18.0,5.8,1.93,-0.23,148.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.0436629458203892,0.002095374207245086
64,BKM02,2.0,19.0,5.8,1.93,-0.23,156.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04100211530735983,0.0020461171710120705
65,BKM02,2.0,20.0,5.8,1.93,-0.23,164.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.042067787798632586,0.0020120899539471182
66,BKM02,2.0,21.0,5.8,1.93,-0.23,172.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.040104561618067254,0.001992130200731277
67,BKM02,2.0,22.0,5.8,1.93,-0.23,180.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.039728711209869476,0.0019855524302810567
68,BKM02,2.0,23.0,5.8,1.93,-0.23,188.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.042606246566153555,0.001992130200731277
69,BKM02,2.0,24.0,5.8,1.93,-0.23,196.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.038354100229991944,0.0020120899539471182
70,BKM02,2.0,25.0,5.8,1.93,-0.23,204.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04203048466124566,0.0020461171710120705
71,BKM02,2.0,26.0,5.8,1.93,-0.23,212.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.0429196545827063,0.002095374207245086
72,BKM02,2.0,27.0,5.8,1.93,-0.23,220.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04315836849467058,0.00216152769605994
73,BKM02,2.0,28.0,5.8,1.93,-0.23,228.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04425164939269169,0.002246781249639633
74,BKM02,2.0,29.0,5.8,1.93,-0.23,236.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.04764118021354674,0.0023539057799125424
75,BKM02,2.0,30.0,5.8,1.93,-0.23,244.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.05147339194664907,0.0024862544148393966
76,BKM02,2.0,31.0,5.8,1.93,-0.23,252.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.054695852162201374,0.0026477408599234705
77,BKM02,2.0,32.0,5.8,1.93,-0.23,260.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.05783741955200851,0.0028427483278496415
78,BKM02,2.0,33.0,5.8,1.93,-0.23,268.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.0594553644457091,0.0030759204385603298
79,BKM02,2.0,34.0,5.8,1.93,-0.23,276.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.06692551350659295,0.003351766802964873
80,BKM02,2.0,35.0,5.8,1.93,-0.23,284.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.07277236666601367,0.0036739987046489828
81,BKM02,2.0,36.0,5.8,1.93,-0.23,292.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.07772899179719181,0.004044505227026875
82,BKM02,2.0,37.0,5.8,1.93,-0.23,300.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.0915823311292996,0.004461908594582909
83,BKM02,2.0,38.0,5.8,1.93,-0.23,308.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.10065057221822375,0.004919733000618332
84,BKM02,2.0,39.0,5.8,1.93,-0.23,316.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.10168059268129558,0.0054044220026344516
85,BKM02,2.0,40.0,5.8,1.93,-0.23,324.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.12244896871941494,0.00589375789042724
86,BKM02,2.0,41.0,5.8,1.93,-0.23,332.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.13454713739568105,0.006356595239835956
87,BKM02,2.0,42.0,5.8,1.93,-0.23,340.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.13018858764797125,0.006754983606588523
88,BKM02,2.0,43.0,5.8,1.93,-0.23,348.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.14213264386691626,0.0070493506480653785
89,BKM02,2.0,44.0,5.8,1.93,-0.23,356.0,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036,0.12661239707454752,0.0072062102285673215
90,BKM02,3.0,0.0,5.8,1.96,-0.27,4.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.1307097636298265,0.006676257638376569
91,BKM02,3.0,1.0,5.8,1.96,-0.27,12.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.1325318241300478,0.006500752289545871
92,BKM02,3.0,2.0,5.8,1.96,-0.27,20.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.13247368324351244,0.006176279006298375
93,BKM02,3.0,3.0,5.8,1.96,-0.27,28.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.10746973000991757,0.005747220084376433
94,BKM02,3.0,4.0,5.8,1.96,-0.27,36.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.11529667786633387,0.005263191933700415
95,BKM02,3.0,5.0,5.8,1.96,-0.27,44.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.08860154372104957,0.004768260901994683
96,BKM02,3.0,6.0,5.8,1.96,-0.27,52.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.08661942202231725,0.004295097184939933
97,BKM02,3.0,7.0,5.8,1.96,-0.27,60.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.07227460174434024,0.003863929375962426
98,BKM02,3.0,8.0,5.8,1.96,-0.27,68.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.0713426259877747,0.0034844644881412605
99,BKM02,3.0,9.0,5.8,1.96,-0.27,76.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.061154346400232706,0.0031588809150117935
100,BKM02,3.0,10.0,5.8,1.96,-0.27,84.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.05624227053211179,0.002884688003859919
101,BKM02,3.0,11.0,5.8,1.96,-0.27,92.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.051247354491520236,0.002656943349105747
102,BKM02,3.0,12.0,5.8,1.96,-0.27,100.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04999588454446038,0.0024697571718013153
103,BKM02,3.0,13.0,5.8,1.96,-0.27,108.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.047063930150790384,0.0023172070679917784
104,BKM02,3.0,14.0,5.8,1.96,-0.27,116.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04463081131899414,0.002193832537514305
105,BKM02,3.0,15.0,5.8,1.96,-0.27,124.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04195260121934439,0.0020948588650979943
106,BKM02,3.0,16.0,5.8,1.96,-0.27,132.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04137121425963531,0.002016261277041046
107,BKM02,3.0,17.0,5.8,1.96,-0.27,140.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04043715859350375,0.001954743744668336
108,BKM02,3.0,18.0,5.8,1.96,-0.27,148.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.03577933214426016,0.0019076788561915123
109,BKM02,3.0,19.0,5.8,1.96,-0.27,156.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.03821821316614793,0.0018730360389147703
110,BKM02,3.0,20.0,5.8,1.96,-0.27,164.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04074939954115482,0.0018493132345330874
111,BKM02,3.0,21.0,5.8,1.96,-0.27,172.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.03364937283930706,0.0018354798325041827
112,BKM02,3.0,22.0,5.8,1.96,-0.27,180.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.03693315823136182,0.0018309345539230925
113,BKM02,3.0,23.0,5.8,1.96,-0.27,188.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.03588047227652512,0.0018354798325041827
114,BKM02,3.0,24.0,5.8,1.96,-0.27,196.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.03587087515863387,0.0018493132345330874
115,BKM02,3.0,25.0,5.8,1.96,-0.27,204.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04028435081360993,0.0018730360389147703
116,BKM02,3.0,26.0,5.8,1.96,-0.27,212.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.037432744960368095,0.0019076788561915123
117,BKM02,3.0,27.0,5.8,1.96,-0.27,220.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.03862566122238488,0.001954743744668336
118,BKM02,3.0,28.0,5.8,1.96,-0.27,228.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.043670325328759786,0.002016261277041046
119,BKM02,3.0,29.0,5.8,1.96,-0.27,236.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04345291870727916,0.0020948588650979943
120,BKM02,3.0,30.0,5.8,1.96,-0.27,244.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04017962979650289,0.0021938325375143045
121,BKM02,3.0,31.0,5.8,1.96,-0.27,252.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04561615543534509,0.0023172070679917784
122,BKM02,3.0,32.0,5.8,1.96,-0.27,260.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.04679497341981187,0.0024697571718013144
123,BKM02,3.0,33.0,5.8,1.96,-0.27,268.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.05381277743105241,0.002656943349105747
124,BKM02,3.0,34.0,5.8,1.96,-0.27,276.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.05845468295886482,0.002884688003859918
125,BKM02,3.0,35.0,5.8,1.96,-0.27,284.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.06182453087597982,0.0031588809150117935
126,BKM02,3.0,36.0,5.8,1.96,-0.27,292.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.06673615543615521,0.0034844644881412592
127,BKM02,3.0,37.0,5.8,1.96,-0.27,300.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.07104778447419682,0.003863929375962426
128,BKM02,3.0,38.0,5.8,1.96,-0.27,308.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.08826204470700962,0.004295097184939928
129,BKM02,3.0,39.0,5.8,1.96,-0.27,316.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.08390417034851552,0.004768260901994683
130,BKM02,3.0,40.0,5.8,1.96,-0.27,324.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.09855985772915347,0.005263191933700416
131,BKM02,3.0,41.0,5.8,1.96,-0.27,332.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.11198958248571053,0.005747220084376433
132,BKM02,3.0,42.0,5.8,1.96,-0.27,340.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.11352386879589002,0.006176279006298377
133,BKM02,3.0,43.0,5.8,1.96,-0.27,348.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.13308746350996215,0.006500752289545871
134,BKM02,3.0,44.0,5.8,1.96,-0.27,356.0,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037,0.14320512865635943,0.006676257638376569
135,BKM02,4.0,0.0,5.8,1.98,-0.32,4.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.11656680319190096,0.005808945069611768
136,BKM02,4.0,1.0,5.8,1.98,-0.32,12.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.10959250912624845,0.005640051217558406
137,BKM02,4.0,2.0,5.8,1.98,-0.32,20.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.11316700753428842,0.005331707783210179
138,BKM02,4.0,3.0,5.8,1.98,-0.32,28.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.10282522783257725,0.0049318229824864765
139,BKM02,4.0,4.0,5.8,1.98,-0.32,36.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.08975064603374183,0.00449159512882596
140,BKM02,4.0,5.0,5.8,1.98,-0.32,44.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.07849582225964433,0.004053701338038222
141,BKM02,4.0,6.0,5.8,1.98,-0.32,52.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.07276761926204299,0.0036471124502651386
142,BKM02,4.0,7.0,5.8,1.98,-0.32,60.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.06776815690728889,0.0032874384461737713
143,BKM02,4.0,8.0,5.8,1.98,-0.32,68.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.06016519894131972,0.0029800571020715885
144,BKM02,4.0,9.0,5.8,1.98,-0.32,76.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.051160086788733544,0.0027237684119490917
145,BKM02,4.0,10.0,5.8,1.98,-0.32,84.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.05272930785181474,0.0025138230624696
146,BKM02,4.0,11.0,5.8,1.98,-0.32,92.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.047874592087621695,0.0023440158554301977
147,BKM02,4.0,12.0,5.8,1.98,-0.32,100.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.04390732222478927,0.002207951407730577
148,BKM02,4.0,13.0,5.8,1.98,-0.32,108.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.04384992394666448,0.002099713393193727
149,BKM02,4.0,14.0,5.8,1.98,-0.32,116.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.041532131346666584,0.002014154870670592
150,BKM02,4.0,15.0,5.8,1.98,-0.32,124.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.04166758456592418,0.0019469712293078549
151,BKM02,4.0,16.0,5.8,1.98,-0.32,132.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.040759748639202405,0.00189466158258641
152,BKM02,4.0,17.0,5.8,1.98,-0.32,140.0,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039,0.036848950071277635,0.0018544422217018034
