#Set,index,k,QQ,x_b,t,phi_x,F,errF,varF,F1,F2,gReH,gReE,gReHTilde,gdvcs
1.0,41.0,5.8,1.82,0.34,-0.17,332.0,0.15525171209516248,0.00742205243503756,5.508686234844697e-05,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034
1.0,42.0,5.8,1.82,0.34,-0.17,340.0,0.15891201463681895,0.007732542548490357,5.979221426421374e-05,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034
1.0,43.0,5.8,1.82,0.34,-0.17,348.0,0.1641949189018474,0.00795433148556037,6.327138938217704e-05,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034
1.0,44.0,5.8,1.82,0.34,-0.17,356.0,0.17517099450620327,0.008070012973890251,6.512510939875698e-05,0.6856563620804861,1.0986689027952043,0.37570000000000003,-0.9384,2.465,0.034
2.0,0.0,5.8,1.93,0.36,-0.23,4.0,0.1448236019230805,0.006943637552682707,4.821410246302549e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,1.0,5.8,1.93,0.36,-0.23,12.0,0.13671435384674188,0.006800537276178919,4.624730724469899e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,2.0,5.8,1.93,0.36,-0.23,20.0,0.13266121020779645,0.00653193340987937,4.2666154071098335e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,3.0,5.8,1.93,0.36,-0.23,28.0,0.11953091210485685,0.00616828531116013,3.804774367987382e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,4.0,5.8,1.93,0.36,-0.23,36.0,0.11243056576474225,0.005745611338376193,3.3012049651677065e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,5.0,5.8,1.93,0.36,-0.23,44.0,0.10830135615813961,0.005298488398582122,2.8073979309909337e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,6.0,5.8,1.93,0.36,-0.23,52.0,0.09753326249614565,0.004855337036959709,2.3574297742472687e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,7.0,5.8,1.93,0.36,-0.23,60.0,0.08638767159014739,0.004436480164634282,1.968235625119343e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,8.0,5.8,1.93,0.36,-0.23,68.0,0.08589853739072148,0.004054369810705044,1.6437914561956456e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,9.0,5.8,1.93,0.36,-0.23,76.0,0.07013651839471183,0.0037150094643625523,1.3801295320303338e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,10.0,5.8,1.93,0.36,-0.23,84.0,0.07123125109078787,0.003419745785515854,1.1694661237553444e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,11.0,5.8,1.93,0.36,-0.23,92.0,0.06153303082722375,0.003166927613802285,1.0029430511063435e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,12.0,5.8,1.93,0.36,-0.23,100.0,0.06070967302053207,0.002953218135535895,8.721497356058109e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,13.0,5.8,1.93,0.36,-0.23,108.0,0.056681874465410766,0.002774527922111656,7.698005190577223e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,14.0,5.8,1.93,0.36,-0.23,116.0,0.05049670404559175,0.002626623243841242,6.899149665087089e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,15.0,5.8,1.93,0.36,-0.23,124.0,0.0487072404297214,0.002505490076965066,6.277480525770411e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,16.0,5.8,1.93,0.36,-0.23,132.0,0.04790765956428086,0.002407529898683177,5.7962002130534295e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,17.0,5.8,1.93,0.36,-0.23,140.0,0.048748953752595914,0.0023296479146070644,5.427259406033044e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,18.0,5.8,1.93,0.36,-0.23,148.0,0.05180996762495627,0.002269277592521808,5.149620791921574e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,19.0,5.8,1.93,0.36,-0.23,156.0,0.04513693736651067,0.002224371238704418,4.947827407575427e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,20.0,5.8,1.93,0.36,-0.23,164.0,0.04603670168792683,0.00219337578862598,4.81089735013064e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,21.0,5.8,1.93,0.36,-0.23,172.0,0.04504823293573088,0.002175205650649951,4.7315196226194764e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,22.0,5.8,1.93,0.36,-0.23,180.0,0.04547755428431602,0.0021692196025984213,4.705513684297253e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,23.0,5.8,1.93,0.36,-0.23,188.0,0.042473710117852004,0.002175205650649951,4.7315196226194764e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,24.0,5.8,1.93,0.36,-0.23,196.0,0.04479382503301185,0.00219337578862598,4.81089735013064e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,25.0,5.8,1.93,0.36,-0.23,204.0,0.04448867013409079,0.002224371238704418,4.947827407575427e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,26.0,5.8,1.93,0.36,-0.23,212.0,0.0404048629173202,0.002269277592521808,5.149620791921574e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,27.0,5.8,1.93,0.36,-0.23,220.0,0.047609184666531745,0.0023296479146070644,5.427259406033044e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,28.0,5.8,1.93,0.36,-0.23,228.0,0.04389422724322276,0.002407529898683177,5.7962002130534295e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,29.0,5.8,1.93,0.36,-0.23,236.0,0.05606512109056836,0.002505490076965066,6.277480525770411e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,30.0,5.8,1.93,0.36,-0.23,244.0,0.05135316015749065,0.0026266232438412413,6.899149665087085e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,31.0,5.8,1.93,0.36,-0.23,252.0,0.05488708601362011,0.002774527922111656,7.698005190577223e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,32.0,5.8,1.93,0.36,-0.23,260.0,0.054934578148111264,0.002953218135535894,8.721497356058103e-06,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,33.0,5.8,1.93,0.36,-0.23,268.0,0.06322440074772735,0.003166927613802285,1.0029430511063435e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,34.0,5.8,1.93,0.36,-0.23,276.0,0.06653155575581879,0.003419745785515853,1.1694661237553438e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,35.0,5.8,1.93,0.36,-0.23,284.0,0.071869673633701,0.0037150094643625523,1.3801295320303338e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,36.0,5.8,1.93,0.36,-0.23,292.0,0.07755477214357827,0.004054369810705044,1.6437914561956456e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,37.0,5.8,1.93,0.36,-0.23,300.0,0.08556270974722824,0.004436480164634282,1.968235625119343e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,38.0,5.8,1.93,0.36,-0.23,308.0,0.099081044442581,0.004855337036959707,2.357429774247267e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,39.0,5.8,1.93,0.36,-0.23,316.0,0.09876065985450909,0.005298488398582122,2.8073979309909337e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,40.0,5.8,1.93,0.36,-0.23,324.0,0.11222677093851306,0.005745611338376193,3.3012049651677065e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,41.0,5.8,1.93,0.36,-0.23,332.0,0.13047195671503645,0.00616828531116013,3.804774367987382e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,42.0,5.8,1.93,0.36,-0.23,340.0,0.1262747713554434,0.0065319334098793745,4.2666154071098396e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,43.0,5.8,1.93,0.36,-0.23,348.0,0.14379618505136624,0.006800537276178919,4.624730724469899e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
2.0,44.0,5.8,1.93,0.36,-0.23,356.0,0.14097731795833968,0.006943637552682707,4.821410246302549e-05,0.615619309144978,0.949181395069385,0.5237,-1.2294,2.885,0.036
3.0,0.0,5.8,1.96,0.37,-0.27,4.0,0.12632392355155944,0.0064365512494220945,4.142919198643712e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,1.0,5.8,1.96,0.37,-0.27,12.0,0.11643175048577098,0.006276876349299656,3.939917670439738e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,2.0,5.8,1.96,0.37,-0.27,20.0,0.1182745975480998,0.005981577447516988,3.5779268760643844e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,3.0,5.8,1.96,0.37,-0.27,28.0,0.12446870944636469,0.005590897176251822,3.12581312354206e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,4.0,5.8,1.96,0.37,-0.27,36.0,0.09871262585073866,0.005149863377386682,2.6521092805748562e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,5.0,5.8,1.96,0.37,-0.27,44.0,0.09169508745795323,0.004698525175522427,2.207613882501805e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,6.0,5.8,1.96,0.37,-0.27,52.0,0.08050653761981003,0.00426664579629313,1.8204266351025837e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,7.0,5.8,1.96,0.37,-0.27,60.0,0.07975798824112228,0.0038727331522320496,1.4998062068397188e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,8.0,5.8,1.96,0.37,-0.27,68.0,0.07510232658627809,0.003525754891794121,1.2430947557010174e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,9.0,5.8,1.96,0.37,-0.27,76.0,0.05960992051042238,0.003227830502502211,1.0418889752883676e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,10.0,5.8,1.96,0.37,-0.27,84.0,0.06668128005304437,0.0029768106154506656,8.86140144025977e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,11.0,5.8,1.96,0.37,-0.27,92.0,0.05209014608245448,0.0027682822185296483,7.663386441427431e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,12.0,5.8,1.96,0.37,-0.27,100.0,0.05211344430595961,0.0025969338865762595,6.744065611248077e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,13.0,5.8,1.96,0.37,-0.27,108.0,0.04839464910998677,0.0024573904713450848,6.038767928657618e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,14.0,5.8,1.96,0.37,-0.27,116.0,0.04637390671350457,0.002344668823954773,5.4974718940254595e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,15.0,5.8,1.96,0.37,-0.27,124.0,0.04346666823031222,0.0022543887049821286,5.082268433150999e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,16.0,5.8,1.96,0.37,-0.27,132.0,0.0435995806271609,0.0021828385463185454,4.76478411929406e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,17.0,5.8,1.96,0.37,-0.27,140.0,0.044761601680989596,0.0021269630104600685,4.523971647865357e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,18.0,5.8,1.96,0.37,-0.27,148.0,0.042684832026869776,0.0020843142329028215,4.344365821481277e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,19.0,5.8,1.96,0.37,-0.27,156.0,0.04034359353296523,0.0020529914454573204,4.214773875120938e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,20.0,5.8,1.96,0.37,-0.27,164.0,0.04148925367462569,0.00203158271973407,4.127328347122082e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,21.0,5.8,1.96,0.37,-0.27,172.0,0.04415634672434654,0.002019115985276635,4.0768293619996375e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,22.0,5.8,1.96,0.37,-0.27,180.0,0.0399756056760592,0.002015022749427686,4.0603166807111115e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,23.0,5.8,1.96,0.37,-0.27,188.0,0.04063013414994414,0.002019115985276635,4.0768293619996375e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,24.0,5.8,1.96,0.37,-0.27,196.0,0.038570187540461966,0.00203158271973407,4.127328347122082e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,25.0,5.8,1.96,0.37,-0.27,204.0,0.040122968282612324,0.0020529914454573204,4.214773875120938e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,26.0,5.8,1.96,0.37,-0.27,212.0,0.043796612281758365,0.0020843142329028215,4.344365821481277e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,27.0,5.8,1.96,0.37,-0.27,220.0,0.039879578989897496,0.0021269630104600685,4.523971647865357e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,28.0,5.8,1.96,0.37,-0.27,228.0,0.04686752681468473,0.0021828385463185454,4.76478411929406e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,29.0,5.8,1.96,0.37,-0.27,236.0,0.04877327754647631,0.0022543887049821286,5.082268433150999e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,30.0,5.8,1.96,0.37,-0.27,244.0,0.04512439231450666,0.002344668823954773,5.4974718940254595e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,31.0,5.8,1.96,0.37,-0.27,252.0,0.05017831214986416,0.002457390471345085,6.03876792865762e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,32.0,5.8,1.96,0.37,-0.27,260.0,0.04869327518955111,0.002596933886576259,6.744065611248074e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,33.0,5.8,1.96,0.37,-0.27,268.0,0.05443639470529565,0.0027682822185296483,7.663386441427431e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,34.0,5.8,1.96,0.37,-0.27,276.0,0.05613969097786248,0.0029768106154506643,8.861401440259763e-06,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,35.0,5.8,1.96,0.37,-0.27,284.0,0.0669813903466081,0.003227830502502211,1.0418889752883676e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,36.0,5.8,1.96,0.37,-0.27,292.0,0.0731018888802142,0.0035257548917941185,1.2430947557010155e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,37.0,5.8,1.96,0.37,-0.27,300.0,0.07808510729448102,0.0038727331522320496,1.4998062068397188e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,38.0,5.8,1.96,0.37,-0.27,308.0,0.08960285211066985,0.0042666457962931255,1.82042663510258e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,39.0,5.8,1.96,0.37,-0.27,316.0,0.09017374847578305,0.004698525175522427,2.207613882501805e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,40.0,5.8,1.96,0.37,-0.27,324.0,0.10553907144028894,0.005149863377386684,2.6521092805748582e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,41.0,5.8,1.96,0.37,-0.27,332.0,0.11513092176412218,0.005590897176251822,3.12581312354206e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,42.0,5.8,1.96,0.37,-0.27,340.0,0.11494782171211482,0.005981577447516992,3.57792687606439e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,43.0,5.8,1.96,0.37,-0.27,348.0,0.1250628678323204,0.006276876349299656,3.939917670439738e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
3.0,44.0,5.8,1.96,0.37,-0.27,356.0,0.1379458687645249,0.006436551249422092,4.142919198643709e-05,0.575752819184127,0.8660034883518137,0.6383000000000001,-1.42035,3.1500000000000004,0.037
4.0,0.0,5.8,1.98,0.39,-0.32,4.0,0.11267814922969101,0.005555189248046698,3.086012758161364e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,1.0,5.8,1.98,0.39,-0.32,12.0,0.10777458097859285,0.0054054021096609315,2.921837196712685e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,2.0,5.8,1.98,0.39,-0.32,20.0,0.09380660386599497,0.005131817935858768,2.633555532680175e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,3.0,5.8,1.98,0.39,-0.32,28.0,0.1012297959333712,0.004776752766248751,2.281736698986509e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
4.0,4.0,5.8,1.98,0.39,-0.32,36.0,0.08946151963828475,0.004385485780668308,1.9232485532443923e-05,0.5319559240512404,0.776625655806819,0.8162,-1.66815,3.515,0.039
